session,maxAmplitude
Ses04F_impro03\Ses04F_impro03_F035,17663
Ses04F_impro03\Ses04F_impro03_F036,11033
Ses04F_impro03\Ses04F_impro03_F037,13918
Ses04F_impro03\Ses04F_impro03_F038,10600
Ses04F_impro03\Ses04F_impro03_F039,8766
Ses04F_impro03\Ses04F_impro03_F040,16946
Ses04F_impro03\Ses04F_impro03_F041,20490
Ses04F_impro03\Ses04F_impro03_F042,11514
Ses04F_impro03\Ses04F_impro03_F043,23715
Ses04F_impro03\Ses04F_impro03_F044,4453
Ses04F_impro03\Ses04F_impro03_F045,7927
Ses04F_impro03\Ses04F_impro03_F046,7685
Ses04F_impro03\Ses04F_impro03_F047,17708
Ses04F_impro03\Ses04F_impro03_F048,13321
Ses04F_impro03\Ses04F_impro03_F049,6174
Ses04F_impro03\Ses04F_impro03_F050,9878
Ses04F_impro03\Ses04F_impro03_F051,13678
Ses04F_impro03\Ses04F_impro03_F052,13745
Ses04F_impro03\Ses04F_impro03_M000,3127
Ses04F_impro03\Ses04F_impro03_M001,5734
Ses04F_impro03\Ses04F_impro03_M002,4414
Ses04F_impro03\Ses04F_impro03_M003,5758
Ses04F_impro03\Ses04F_impro03_M004,9539
Ses04F_impro03\Ses04F_impro03_M005,11552
Ses04F_impro03\Ses04F_impro03_M006,6383
Ses04F_impro03\Ses04F_impro03_M007,6501
Ses04F_impro03\Ses04F_impro03_M008,6095
Ses04F_impro03\Ses04F_impro03_M009,5337
Ses04F_impro03\Ses04F_impro03_M010,6549
Ses04F_impro03\Ses04F_impro03_M011,9046
Ses04F_impro03\Ses04F_impro03_M012,8948
Ses04F_impro03\Ses04F_impro03_M013,5678
Ses04F_impro03\Ses04F_impro03_M014,9530
Ses04F_impro03\Ses04F_impro03_M015,5105
Ses04F_impro03\Ses04F_impro03_M016,5115
Ses04F_impro03\Ses04F_impro03_M017,7962
Ses04F_impro03\Ses04F_impro03_M018,2195
Ses04F_impro03\Ses04F_impro03_M019,6893
Ses04F_impro03\Ses04F_impro03_M020,4722
Ses04F_impro03\Ses04F_impro03_M021,7397
Ses04F_impro03\Ses04F_impro03_M022,3787
Ses04F_impro03\Ses04F_impro03_M023,6465
Ses04F_impro03\Ses04F_impro03_M024,13474
Ses04F_impro03\Ses04F_impro03_M025,10680
Ses04F_impro03\Ses04F_impro03_M026,12844
Ses04F_impro03\Ses04F_impro03_M027,4732
Ses04F_impro03\Ses04F_impro03_M028,3361
Ses04F_impro03\Ses04F_impro03_M029,2087
Ses04F_impro03\Ses04F_impro03_M030,4183
Ses04F_impro03\Ses04F_impro03_M031,2371
Ses04F_impro03\Ses04F_impro03_M032,3470
Ses04F_impro03\Ses04F_impro03_M033,5239
Ses04F_impro03\Ses04F_impro03_M034,6919
Ses04F_impro03\Ses04F_impro03_M035,7515
Ses04F_impro03\Ses04F_impro03_M036,10732
Ses04F_impro03\Ses04F_impro03_M037,13288
Ses04F_impro03\Ses04F_impro03_M038,9131
Ses04F_impro03\Ses04F_impro03_M039,10889
Ses04F_impro03\Ses04F_impro03_M040,3274
Ses04F_impro03\Ses04F_impro03_M041,7867
Ses04F_impro03\Ses04F_impro03_M042,5398
Ses04F_impro03\Ses04F_impro03_M043,3050
Ses04F_impro03\Ses04F_impro03_M044,4355
Ses04F_impro03\Ses04F_impro03_M045,5441
Ses04F_impro03\Ses04F_impro03_M046,5486
Ses04F_impro03\Ses04F_impro03_M047,11090
Ses04F_impro03\Ses04F_impro03_M048,4779
Ses04F_impro03\Ses04F_impro03_M049,6227
Ses04F_impro03\Ses04F_impro03_M050,3904
Ses04F_impro04\Ses04F_impro04_F000,4455
Ses04F_impro04\Ses04F_impro04_F001,6604
Ses04F_impro04\Ses04F_impro04_F002,8999
Ses04F_impro04\Ses04F_impro04_F003,12224
Ses04F_impro04\Ses04F_impro04_F004,19500
Ses04F_impro04\Ses04F_impro04_F005,22590
Ses04F_impro04\Ses04F_impro04_F006,13652
Ses04F_impro04\Ses04F_impro04_F007,16533
Ses04F_impro04\Ses04F_impro04_F008,15076
Ses04F_impro04\Ses04F_impro04_F009,18829
Ses04F_impro04\Ses04F_impro04_F010,17777
Ses04F_impro04\Ses04F_impro04_F011,12384
Ses04F_impro04\Ses04F_impro04_F012,7297
Ses04F_impro04\Ses04F_impro04_F013,22562
Ses04F_impro04\Ses04F_impro04_F014,17374
Ses04F_impro04\Ses04F_impro04_F015,19677
Ses04F_impro04\Ses04F_impro04_F016,13124
Ses04F_impro04\Ses04F_impro04_F017,20110
Ses04F_impro04\Ses04F_impro04_F018,15495
Ses04F_impro04\Ses04F_impro04_F019,22391
Ses04F_impro04\Ses04F_impro04_F020,17262
Ses04F_impro04\Ses04F_impro04_F021,22752
Ses04F_impro04\Ses04F_impro04_F022,9551
Ses04F_impro04\Ses04F_impro04_F023,6313
Ses04F_impro04\Ses04F_impro04_F024,11816
Ses04F_impro04\Ses04F_impro04_F025,15912
Ses04F_impro04\Ses04F_impro04_F026,12669
Ses04F_impro04\Ses04F_impro04_F027,17943
Ses04F_impro04\Ses04F_impro04_F028,13029
Ses04F_impro04\Ses04F_impro04_F029,18355
Ses04F_impro04\Ses04F_impro04_F030,28536
Ses04F_impro04\Ses04F_impro04_F031,19026
Ses04F_impro04\Ses04F_impro04_F032,20094
Ses04F_impro04\Ses04F_impro04_F033,4365
Ses04F_impro04\Ses04F_impro04_M000,2825
Ses04F_impro04\Ses04F_impro04_M001,2307
Ses04F_impro04\Ses04F_impro04_M002,2318
Ses04F_impro04\Ses04F_impro04_M003,6459
Ses04F_impro04\Ses04F_impro04_M004,2132
Ses04F_impro04\Ses04F_impro04_M005,2912
Ses04F_impro04\Ses04F_impro04_M006,4242
Ses04F_impro04\Ses04F_impro04_M007,3628
Ses04F_impro04\Ses04F_impro04_M008,4157
Ses04F_impro04\Ses04F_impro04_M009,6272
Ses04F_impro04\Ses04F_impro04_M010,2837
Ses04F_impro04\Ses04F_impro04_M011,4476
Ses04F_impro04\Ses04F_impro04_M012,6899
Ses04F_impro04\Ses04F_impro04_M013,3753
Ses04F_impro04\Ses04F_impro04_M014,5289
Ses04F_impro04\Ses04F_impro04_M015,6767
Ses04F_impro04\Ses04F_impro04_M016,5270
Ses04F_impro04\Ses04F_impro04_M017,5276
Ses04F_impro04\Ses04F_impro04_M018,5600
Ses04F_impro04\Ses04F_impro04_M019,3523
Ses04F_impro04\Ses04F_impro04_M020,5067
Ses04F_impro04\Ses04F_impro04_M021,7247
Ses04F_impro04\Ses04F_impro04_M022,3309
Ses04F_impro04\Ses04F_impro04_M023,3645
Ses04F_impro04\Ses04F_impro04_M024,9511
Ses04F_impro04\Ses04F_impro04_M025,9042
Ses04F_impro04\Ses04F_impro04_M026,6335
Ses04F_impro04\Ses04F_impro04_M027,4805
Ses04F_impro04\Ses04F_impro04_M028,3736
Ses04F_impro04\Ses04F_impro04_M029,3084
Ses04F_impro04\Ses04F_impro04_M030,9314
Ses04F_impro04\Ses04F_impro04_M031,2850
Ses04F_impro04\Ses04F_impro04_M032,3662
Ses04F_impro04\Ses04F_impro04_M033,4287
Ses04F_impro04\Ses04F_impro04_M034,1983
Ses04F_impro05\Ses04F_impro05_F000,14775
Ses04F_impro05\Ses04F_impro05_F001,14428
Ses04F_impro05\Ses04F_impro05_F002,19598
Ses04F_impro05\Ses04F_impro05_F003,22893
Ses04F_impro05\Ses04F_impro05_F004,26859
Ses04F_impro05\Ses04F_impro05_F005,20824
Ses04F_impro05\Ses04F_impro05_F006,26418
Ses04F_impro05\Ses04F_impro05_F007,7635
Ses04F_impro05\Ses04F_impro05_F008,23024
Ses04F_impro05\Ses04F_impro05_F009,27481
Ses04F_impro05\Ses04F_impro05_F010,27628
Ses04F_impro05\Ses04F_impro05_F011,28059
Ses04F_impro05\Ses04F_impro05_F012,22415
Ses04F_impro05\Ses04F_impro05_F013,27822
Ses04F_impro05\Ses04F_impro05_F014,25832
Ses04F_impro05\Ses04F_impro05_F015,28879
Ses04F_impro05\Ses04F_impro05_F016,21658
Ses04F_impro05\Ses04F_impro05_F017,29005
Ses04F_impro05\Ses04F_impro05_F018,12605
Ses04F_impro05\Ses04F_impro05_F019,23506
Ses04F_impro05\Ses04F_impro05_M000,6025
Ses04F_impro05\Ses04F_impro05_M001,3997
Ses04F_impro05\Ses04F_impro05_M002,2837
Ses04F_impro05\Ses04F_impro05_M003,3370
Ses04F_impro05\Ses04F_impro05_M004,5606
Ses04F_impro05\Ses04F_impro05_M005,5661
Ses04F_impro05\Ses04F_impro05_M006,3310
Ses04F_impro05\Ses04F_impro05_M007,3572
Ses04F_impro05\Ses04F_impro05_M008,3812
Ses04F_impro05\Ses04F_impro05_M009,2860
Ses04F_impro05\Ses04F_impro05_M010,5769
Ses04F_impro05\Ses04F_impro05_M011,9187
Ses04F_impro05\Ses04F_impro05_M012,5681
Ses04F_impro05\Ses04F_impro05_M013,3096
Ses04F_impro05\Ses04F_impro05_M014,5936
Ses04F_impro05\Ses04F_impro05_M015,6094
Ses04F_impro05\Ses04F_impro05_M016,10217
Ses04F_impro05\Ses04F_impro05_M017,8042
Ses04F_impro05\Ses04F_impro05_M018,6430
Ses04F_impro05\Ses04F_impro05_M019,9821
Ses04F_impro05\Ses04F_impro05_M020,3315
Ses04F_impro05\Ses04F_impro05_M021,6859
Ses04F_impro05\Ses04F_impro05_M022,5704
Ses04F_impro05\Ses04F_impro05_M023,3062
Ses04F_impro05\Ses04F_impro05_M024,3546
Ses04F_impro06\Ses04F_impro06_F000,1516
Ses04F_impro06\Ses04F_impro06_F001,4044
Ses04F_impro06\Ses04F_impro06_F002,5195
Ses04F_impro06\Ses04F_impro06_F003,2253
Ses04F_impro06\Ses04F_impro06_F004,3703
Ses04F_impro06\Ses04F_impro06_F005,4394
Ses04F_impro06\Ses04F_impro06_F006,3702
Ses04F_impro06\Ses04F_impro06_F007,2128
Ses04F_impro06\Ses04F_impro06_F008,9813
Ses04F_impro06\Ses04F_impro06_F009,15383
Ses04F_impro06\Ses04F_impro06_F010,894
Ses04F_impro06\Ses04F_impro06_M000,1542
Ses04F_impro06\Ses04F_impro06_M001,3845
Ses04F_impro06\Ses04F_impro06_M002,1286
Ses04F_impro06\Ses04F_impro06_M003,527
Ses04F_impro06\Ses04F_impro06_M004,1786
Ses04F_impro06\Ses04F_impro06_M005,1911
Ses04F_impro06\Ses04F_impro06_M006,1846
Ses04F_impro06\Ses04F_impro06_M007,2589
Ses04F_impro06\Ses04F_impro06_M008,609
Ses04F_impro06\Ses04F_impro06_M009,1670
Ses04F_impro06\Ses04F_impro06_M010,1266
Ses04F_impro06\Ses04F_impro06_M011,2347
Ses04F_impro06\Ses04F_impro06_M012,1355
Ses04F_impro06\Ses04F_impro06_M013,2891
Ses04F_impro06\Ses04F_impro06_M014,762
Ses04F_impro07\Ses04F_impro07_F000,8182
Ses04F_impro07\Ses04F_impro07_F001,10376
Ses04F_impro07\Ses04F_impro07_F002,23161
Ses04F_impro07\Ses04F_impro07_F003,27488
Ses04F_impro07\Ses04F_impro07_F004,22990
Ses04F_impro07\Ses04F_impro07_F005,22378
Ses04F_impro07\Ses04F_impro07_F006,27680
Ses04F_impro07\Ses04F_impro07_F007,26811
Ses04F_impro07\Ses04F_impro07_F008,15855
Ses04F_impro07\Ses04F_impro07_F009,8962
Ses04F_impro07\Ses04F_impro07_F010,11871
Ses04F_impro07\Ses04F_impro07_F011,8755
Ses04F_impro07\Ses04F_impro07_F012,15502
Ses04F_impro07\Ses04F_impro07_F013,9363
Ses04F_impro07\Ses04F_impro07_F014,21925
Ses04F_impro07\Ses04F_impro07_F015,11791
Ses04F_impro07\Ses04F_impro07_F016,25725
Ses04F_impro07\Ses04F_impro07_F017,8113
Ses04F_impro07\Ses04F_impro07_F018,11137
Ses04F_impro07\Ses04F_impro07_F019,2778
Ses04F_impro07\Ses04F_impro07_F020,14840
Ses04F_impro07\Ses04F_impro07_F021,23463
Ses04F_impro07\Ses04F_impro07_F022,17107
Ses04F_impro07\Ses04F_impro07_F023,14033
Ses04F_impro07\Ses04F_impro07_F024,13833
Ses04F_impro07\Ses04F_impro07_F025,9584
Ses04F_impro07\Ses04F_impro07_F026,9805
Ses04F_impro07\Ses04F_impro07_F027,22069
Ses04F_impro07\Ses04F_impro07_F028,17024
Ses04F_impro07\Ses04F_impro07_F029,16247
Ses04F_impro07\Ses04F_impro07_F030,25504
Ses04F_impro07\Ses04F_impro07_F031,14734
Ses04F_impro07\Ses04F_impro07_F032,8241
Ses04F_impro07\Ses04F_impro07_F033,6670
Ses04F_impro07\Ses04F_impro07_F034,23496
Ses04F_impro07\Ses04F_impro07_F035,5854
Ses04F_impro07\Ses04F_impro07_F036,28020
Ses04F_impro07\Ses04F_impro07_F037,14912
Ses04F_impro07\Ses04F_impro07_F038,14313
Ses04F_impro07\Ses04F_impro07_F039,21012
Ses04F_impro07\Ses04F_impro07_F040,9473
Ses04F_impro07\Ses04F_impro07_F041,13239
Ses04F_impro07\Ses04F_impro07_F042,10412
Ses04F_impro07\Ses04F_impro07_F043,12469
Ses04F_impro07\Ses04F_impro07_F044,22923
Ses04F_impro07\Ses04F_impro07_F045,20906
Ses04F_impro07\Ses04F_impro07_F046,12622
Ses04F_impro07\Ses04F_impro07_F047,7231
Ses04F_impro07\Ses04F_impro07_F048,14072
Ses04F_impro07\Ses04F_impro07_F049,13566
Ses04F_impro07\Ses04F_impro07_F050,7523
Ses04F_impro07\Ses04F_impro07_F051,19402
Ses04F_impro07\Ses04F_impro07_F052,15222
Ses04F_impro07\Ses04F_impro07_F053,8708
Ses04F_impro07\Ses04F_impro07_F054,7727
Ses04F_impro07\Ses04F_impro07_F055,4580
Ses04F_impro07\Ses04F_impro07_F056,3372
Ses04F_impro07\Ses04F_impro07_F057,16806
Ses04F_impro07\Ses04F_impro07_F058,15561
Ses04F_impro07\Ses04F_impro07_F059,3898
Ses04F_impro07\Ses04F_impro07_F060,24985
Ses04F_impro07\Ses04F_impro07_F061,14312
Ses04F_impro07\Ses04F_impro07_F062,6700
Ses04F_impro07\Ses04F_impro07_F063,8669
Ses04F_impro07\Ses04F_impro07_F064,7273
Ses04F_impro07\Ses04F_impro07_F065,19818
Ses04F_impro07\Ses04F_impro07_F066,11237
Ses04F_impro07\Ses04F_impro07_F067,8308
Ses04F_impro07\Ses04F_impro07_F068,5512
Ses04F_impro07\Ses04F_impro07_F069,2973
Ses04F_impro07\Ses04F_impro07_F070,22507
Ses04F_impro07\Ses04F_impro07_F071,15073
Ses04F_impro07\Ses04F_impro07_F072,11055
Ses04F_impro07\Ses04F_impro07_F073,16804
Ses04F_impro07\Ses04F_impro07_F074,22552
Ses04F_impro07\Ses04F_impro07_F075,7419
Ses04F_impro07\Ses04F_impro07_F076,9066
Ses04F_impro07\Ses04F_impro07_F077,18557
Ses04F_impro07\Ses04F_impro07_F078,22067
Ses04F_impro07\Ses04F_impro07_F079,11938
Ses04F_impro07\Ses04F_impro07_M000,5552
Ses04F_impro07\Ses04F_impro07_M001,4016
Ses04F_impro07\Ses04F_impro07_M002,6468
Ses04F_impro07\Ses04F_impro07_M003,6639
Ses04F_impro07\Ses04F_impro07_M004,9589
Ses04F_impro07\Ses04F_impro07_M005,10805
Ses04F_impro07\Ses04F_impro07_M006,13359
Ses04F_impro07\Ses04F_impro07_M007,7109
Ses04F_impro07\Ses04F_impro07_M008,6365
Ses04F_impro07\Ses04F_impro07_M009,9499
Ses04F_impro07\Ses04F_impro07_M010,8287
Ses04F_impro07\Ses04F_impro07_M011,3039
Ses04F_impro07\Ses04F_impro07_M012,3853
Ses04F_impro07\Ses04F_impro07_M013,5714
Ses04F_impro07\Ses04F_impro07_M014,4542
Ses04F_impro07\Ses04F_impro07_M015,5496
Ses04F_impro07\Ses04F_impro07_M016,4970
Ses04F_impro07\Ses04F_impro07_M017,6920
Ses04F_impro07\Ses04F_impro07_M018,1723
Ses04F_impro07\Ses04F_impro07_M019,5542
Ses04F_impro07\Ses04F_impro07_M020,3389
Ses04F_impro07\Ses04F_impro07_M021,4430
Ses04F_impro07\Ses04F_impro07_M022,4488
Ses04F_impro07\Ses04F_impro07_M023,8739
Ses04F_impro07\Ses04F_impro07_M024,8426
Ses04F_impro07\Ses04F_impro07_M025,6787
Ses04F_impro07\Ses04F_impro07_M026,6433
Ses04F_impro07\Ses04F_impro07_M027,3242
Ses04F_impro07\Ses04F_impro07_M028,7541
Ses04F_impro07\Ses04F_impro07_M029,3015
Ses04F_impro07\Ses04F_impro07_M030,7355
Ses04F_impro07\Ses04F_impro07_M031,9336
Ses04F_impro07\Ses04F_impro07_M032,8081
Ses04F_impro07\Ses04F_impro07_M033,1480
Ses04F_impro07\Ses04F_impro07_M034,6020
Ses04F_impro07\Ses04F_impro07_M035,4963
Ses04F_impro07\Ses04F_impro07_M036,6006
Ses04F_impro07\Ses04F_impro07_M037,10382
Ses04F_impro07\Ses04F_impro07_M038,3274
Ses04F_impro07\Ses04F_impro07_M039,7761
Ses04F_impro07\Ses04F_impro07_M040,2321
Ses04F_impro07\Ses04F_impro07_M041,5076
Ses04F_impro07\Ses04F_impro07_M042,8195
Ses04F_impro07\Ses04F_impro07_M043,7159
Ses04F_impro07\Ses04F_impro07_M044,3049
Ses04F_impro07\Ses04F_impro07_M045,8787
Ses04F_impro07\Ses04F_impro07_M046,2131
Ses04F_impro07\Ses04F_impro07_M047,6053
Ses04F_impro07\Ses04F_impro07_M048,3658
Ses04F_impro07\Ses04F_impro07_M049,9360
Ses04F_impro07\Ses04F_impro07_M050,6502
Ses04F_impro07\Ses04F_impro07_M051,5115
Ses04F_impro07\Ses04F_impro07_M052,4895
Ses04F_impro07\Ses04F_impro07_M053,2890
Ses04F_impro07\Ses04F_impro07_M054,6237
Ses04F_impro07\Ses04F_impro07_M055,6999
Ses04F_impro07\Ses04F_impro07_M056,6518
Ses04F_impro07\Ses04F_impro07_M057,2844
Ses04F_impro07\Ses04F_impro07_M058,7562
Ses04F_impro07\Ses04F_impro07_M059,6233
Ses04F_impro07\Ses04F_impro07_M060,4407
Ses04F_impro07\Ses04F_impro07_M061,3481
Ses04F_impro07\Ses04F_impro07_M062,2518
Ses04F_impro07\Ses04F_impro07_M063,3851
Ses04F_impro07\Ses04F_impro07_M064,9350
Ses04F_impro07\Ses04F_impro07_M065,10243
Ses04F_impro07\Ses04F_impro07_M066,3354
Ses04F_impro07\Ses04F_impro07_M067,5476
Ses04F_impro07\Ses04F_impro07_M068,6111
Ses04F_impro07\Ses04F_impro07_M069,4876
Ses04F_impro07\Ses04F_impro07_M070,3145
Ses04F_impro07\Ses04F_impro07_M071,5412
Ses04F_impro07\Ses04F_impro07_M072,3311
Ses04F_impro07\Ses04F_impro07_M073,1715
Ses04F_impro07\Ses04F_impro07_M074,9548
Ses04F_impro07\Ses04F_impro07_M075,4918
Ses04F_impro07\Ses04F_impro07_M076,13123
Ses04F_impro07\Ses04F_impro07_M077,6219
Ses04F_impro07\Ses04F_impro07_M078,3892
Ses04F_impro07\Ses04F_impro07_M079,6534
Ses04F_impro07\Ses04F_impro07_M080,11098
Ses04F_impro07\Ses04F_impro07_M081,5627
Ses04F_impro07\Ses04F_impro07_M082,3021
Ses04F_impro07\Ses04F_impro07_M083,2682
Ses04F_impro07\Ses04F_impro07_M084,7950
Ses04F_impro07\Ses04F_impro07_M085,6682
Ses04F_impro07\Ses04F_impro07_M086,4585
Ses04F_impro08\Ses04F_impro08_F000,14926
Ses04F_impro08\Ses04F_impro08_F001,8756
Ses04F_impro08\Ses04F_impro08_F002,9477
Ses04F_impro08\Ses04F_impro08_F003,8794
Ses04F_impro08\Ses04F_impro08_F004,6794
Ses04F_impro08\Ses04F_impro08_F005,6766
Ses04F_impro08\Ses04F_impro08_F006,5619
Ses04F_impro08\Ses04F_impro08_F007,9183
Ses04F_impro08\Ses04F_impro08_F008,10201
Ses04F_impro08\Ses04F_impro08_F009,12209
Ses04F_impro08\Ses04F_impro08_F010,9614
Ses04F_impro08\Ses04F_impro08_F011,10536
Ses04F_impro08\Ses04F_impro08_F012,8033
Ses04F_impro08\Ses04F_impro08_F013,5549
Ses04F_impro08\Ses04F_impro08_F014,6033
Ses04F_impro08\Ses04F_impro08_F015,2941
Ses04F_impro08\Ses04F_impro08_F016,8850
Ses04F_impro08\Ses04F_impro08_F017,15800
Ses04F_impro08\Ses04F_impro08_F018,16064
Ses04F_impro08\Ses04F_impro08_F019,7229
Ses04F_impro08\Ses04F_impro08_F020,18956
Ses04F_impro08\Ses04F_impro08_F021,15265
Ses04F_impro08\Ses04F_impro08_F022,15564
Ses04F_impro08\Ses04F_impro08_F023,12723
Ses04F_impro08\Ses04F_impro08_F024,7753
Ses04F_impro08\Ses04F_impro08_F025,5374
Ses04F_impro08\Ses04F_impro08_M000,6589
Ses04F_impro08\Ses04F_impro08_M001,4364
Ses04F_impro08\Ses04F_impro08_M002,4317
Ses04F_impro08\Ses04F_impro08_M003,8625
Ses04F_impro08\Ses04F_impro08_M004,6743
Ses04F_impro08\Ses04F_impro08_M005,5515
Ses04F_impro08\Ses04F_impro08_M006,6637
Ses04F_impro08\Ses04F_impro08_M007,7090
Ses04F_impro08\Ses04F_impro08_M008,6568
Ses04F_impro08\Ses04F_impro08_M009,9600
Ses04F_impro08\Ses04F_impro08_M010,7316
Ses04F_impro08\Ses04F_impro08_M011,10991
Ses04F_impro08\Ses04F_impro08_M012,7589
Ses04F_impro08\Ses04F_impro08_M013,13153
Ses04F_impro08\Ses04F_impro08_M014,14149
Ses04F_impro08\Ses04F_impro08_M015,13204
Ses04F_impro08\Ses04F_impro08_M016,12742
Ses04F_impro08\Ses04F_impro08_M017,11919
Ses04F_impro08\Ses04F_impro08_M018,11348
Ses04F_impro08\Ses04F_impro08_M019,13472
Ses04F_impro08\Ses04F_impro08_M020,2358
Ses04F_impro08\Ses04F_impro08_M021,3865
Ses04F_impro08\Ses04F_impro08_M022,8685
Ses04F_impro08\Ses04F_impro08_M023,12873
Ses04F_impro08\Ses04F_impro08_M024,10848
Ses04F_impro08\Ses04F_impro08_M025,6435
Ses04F_impro08\Ses04F_impro08_M026,2895
Ses04F_impro08\Ses04F_impro08_M027,5566
Ses04F_impro08\Ses04F_impro08_M028,3922
Ses04F_impro08\Ses04F_impro08_M029,7220
Ses04F_impro08\Ses04F_impro08_M030,5083
Ses04F_impro08\Ses04F_impro08_M031,2171
Ses04F_script01_1\Ses04F_script01_1_F000,2306
Ses04F_script01_1\Ses04F_script01_1_F001,5629
Ses04F_script01_1\Ses04F_script01_1_F002,2900
Ses04F_script01_1\Ses04F_script01_1_F003,3580
Ses04F_script01_1\Ses04F_script01_1_F004,1763
Ses04F_script01_1\Ses04F_script01_1_F005,2454
Ses04F_script01_1\Ses04F_script01_1_F006,6100
Ses04F_script01_1\Ses04F_script01_1_F007,3669
Ses04F_script01_1\Ses04F_script01_1_F008,3845
Ses04F_script01_1\Ses04F_script01_1_F009,2156
Ses04F_script01_1\Ses04F_script01_1_F010,3335
Ses04F_script01_1\Ses04F_script01_1_F011,11927
Ses04F_script01_1\Ses04F_script01_1_F012,7524
Ses04F_script01_1\Ses04F_script01_1_F013,22514
Ses04F_script01_1\Ses04F_script01_1_F014,17423
Ses04F_script01_1\Ses04F_script01_1_F015,17647
Ses04F_script01_1\Ses04F_script01_1_F016,1981
Ses04F_script01_1\Ses04F_script01_1_F017,7470
Ses04F_script01_1\Ses04F_script01_1_F018,3034
Ses04F_script01_1\Ses04F_script01_1_F019,22751
Ses04F_script01_1\Ses04F_script01_1_F020,5135
Ses04F_script01_1\Ses04F_script01_1_F021,11515
Ses04F_script01_1\Ses04F_script01_1_F022,12171
Ses04F_script01_1\Ses04F_script01_1_F023,17707
Ses04F_script01_1\Ses04F_script01_1_F024,18625
Ses04F_script01_1\Ses04F_script01_1_F025,4762
Ses04F_script01_1\Ses04F_script01_1_F026,7475
Ses04F_script01_1\Ses04F_script01_1_F027,13376
Ses04F_script01_1\Ses04F_script01_1_F028,10365
Ses04F_script01_1\Ses04F_script01_1_F029,10762
Ses04F_script01_1\Ses04F_script01_1_F030,22350
Ses04F_script01_1\Ses04F_script01_1_F031,7099
Ses04F_script01_1\Ses04F_script01_1_F032,10509
Ses04F_script01_1\Ses04F_script01_1_F033,4886
Ses04F_script01_1\Ses04F_script01_1_F034,7421
Ses04F_script01_1\Ses04F_script01_1_F035,8552
Ses04F_script01_1\Ses04F_script01_1_F036,13030
Ses04F_script01_1\Ses04F_script01_1_F037,18422
Ses04F_script01_1\Ses04F_script01_1_F038,5280
Ses04F_script01_1\Ses04F_script01_1_F039,11044
Ses04F_script01_1\Ses04F_script01_1_F040,8980
Ses04F_script01_1\Ses04F_script01_1_F041,19828
Ses04F_script01_1\Ses04F_script01_1_F042,11486
Ses04F_script01_1\Ses04F_script01_1_F043,3496
Ses04F_script01_1\Ses04F_script01_1_F044,3232
Ses04F_script01_1\Ses04F_script01_1_M000,1814
Ses04F_script01_1\Ses04F_script01_1_M001,5874
Ses04F_script01_1\Ses04F_script01_1_M002,2779
Ses04F_script01_1\Ses04F_script01_1_M003,17059
Ses04F_script01_1\Ses04F_script01_1_M004,3220
Ses04F_script01_1\Ses04F_script01_1_M005,2878
Ses04F_script01_1\Ses04F_script01_1_M006,2684
Ses04F_script01_1\Ses04F_script01_1_M007,3662
Ses04F_script01_1\Ses04F_script01_1_M008,4777
Ses04F_script01_1\Ses04F_script01_1_M009,9433
Ses04F_script01_1\Ses04F_script01_1_M010,5468
Ses04F_script01_1\Ses04F_script01_1_M011,6907
Ses04F_script01_1\Ses04F_script01_1_M012,10628
Ses04F_script01_1\Ses04F_script01_1_M013,8701
Ses04F_script01_1\Ses04F_script01_1_M014,2345
Ses04F_script01_1\Ses04F_script01_1_M015,12962
Ses04F_script01_1\Ses04F_script01_1_M016,2492
Ses04F_script01_1\Ses04F_script01_1_M017,2027
Ses04F_script01_1\Ses04F_script01_1_M018,6507
Ses04F_script01_1\Ses04F_script01_1_M019,8242
Ses04F_script01_1\Ses04F_script01_1_M020,7670
Ses04F_script01_1\Ses04F_script01_1_M021,5143
Ses04F_script01_1\Ses04F_script01_1_M022,4394
Ses04F_script01_1\Ses04F_script01_1_M023,4576
Ses04F_script01_1\Ses04F_script01_1_M024,2857
Ses04F_script01_1\Ses04F_script01_1_M025,8422
Ses04F_script01_1\Ses04F_script01_1_M026,1589
Ses04F_script01_1\Ses04F_script01_1_M027,6171
Ses04F_script01_1\Ses04F_script01_1_M028,7987
Ses04F_script01_1\Ses04F_script01_1_M029,9457
Ses04F_script01_1\Ses04F_script01_1_M030,4400
Ses04F_script01_1\Ses04F_script01_1_M031,3572
Ses04F_script01_1\Ses04F_script01_1_M032,2252
Ses04F_script01_1\Ses04F_script01_1_M033,1947
Ses04F_script01_1\Ses04F_script01_1_M034,9592
Ses04F_script01_1\Ses04F_script01_1_M035,5372
Ses04F_script01_1\Ses04F_script01_1_M036,5388
Ses04F_script01_1\Ses04F_script01_1_M037,3660
Ses04F_script01_1\Ses04F_script01_1_M038,4696
Ses04F_script01_1\Ses04F_script01_1_M039,7416
Ses04F_script01_1\Ses04F_script01_1_M040,5122
Ses04F_script01_1\Ses04F_script01_1_M041,1417
Ses04F_script01_1\Ses04F_script01_1_M042,1246
Ses04F_script01_1\Ses04F_script01_1_M043,4094
Ses04F_script01_1\Ses04F_script01_1_M044,1065
Ses04F_script01_1\Ses04F_script01_1_M045,1522
Ses04F_script01_2\Ses04F_script01_2_F000,7205
Ses04F_script01_2\Ses04F_script01_2_F001,6481
Ses04F_script01_2\Ses04F_script01_2_F002,5343
Ses04F_script01_2\Ses04F_script01_2_F003,3656
Ses04F_script01_2\Ses04F_script01_2_F004,6295
