session,zeroCrossing
Ses01M_script02_1_M007,"[ 0.04296875  0.06201172  0.07666016  0.07128906  0.0625      0.06201172
  0.06005859  0.05566406  0.05712891  0.04833984  0.05029297  0.04150391
  0.04443359  0.05517578  0.08544922  0.10595703  0.14941406  0.14892578
  0.12158203  0.12695312  0.09375     0.09521484  0.09619141  0.13916016
  0.23095703  0.32861328  0.37548828  0.32177734  0.22949219  0.13183594
  0.078125    0.078125    0.07421875  0.07714844  0.08398438  0.14794922
  0.23242188  0.32861328  0.45556641  0.40234375  0.31591797  0.21582031
  0.07910156  0.06152344  0.05322266  0.03857422  0.04052734  0.03759766
  0.04296875  0.04785156  0.04345703  0.04052734  0.04199219  0.04980469
  0.06103516  0.07177734  0.07275391  0.06494141  0.05712891  0.04248047
  0.03613281  0.03417969  0.03027344  0.03759766  0.03808594  0.04492188
  0.05078125  0.05273438  0.0625      0.06005859  0.06445312  0.07714844
  0.07910156  0.08740234  0.08203125  0.07763672  0.07080078  0.06494141
  0.06982422  0.05859375  0.05664062  0.04736328  0.04101562  0.04248047
  0.04638672  0.05029297  0.05957031  0.05712891  0.05371094  0.05371094
  0.04882812  0.05371094  0.06152344  0.07177734  0.07617188  0.08447266
  0.08837891  0.08349609  0.07568359  0.05761719  0.04541016  0.04492188
  0.04394531  0.06982422  0.07226562  0.06347656  0.06152344  0.04248047
  0.04638672  0.05664062  0.06689453  0.06835938  0.06787109  0.0703125
  0.07080078  0.07080078  0.07080078  0.06103516  0.05517578  0.06005859
  0.0625      0.06933594  0.06738281  0.0625      0.05664062  0.05029297
  0.0546875   0.05126953  0.05419922  0.06396484  0.04882812  0.03662109]"
Ses01M_script02_1_M008,"[ 0.02832031  0.04345703  0.06005859  0.05273438  0.05175781  0.05029297
  0.05224609  0.06054688  0.06591797  0.06982422  0.06347656  0.06103516
  0.05273438  0.04638672  0.04443359  0.04980469  0.04980469  0.05371094
  0.05615234  0.05224609  0.06591797  0.06640625  0.07226562  0.07910156
  0.06591797  0.06152344  0.06738281  0.07861328  0.08300781  0.09082031
  0.08203125  0.06738281  0.06640625  0.06005859  0.05517578  0.04736328
  0.04589844  0.04296875  0.05224609  0.05859375  0.05664062  0.06884766
  0.06835938  0.06396484  0.06982422  0.05859375  0.06884766  0.06884766
  0.06835938  0.06787109  0.05126953  0.06689453  0.06591797  0.07080078
  0.07080078  0.05664062  0.06054688  0.04638672]"
Ses01M_script02_1_M009,"[ 0.03173828  0.04541016  0.06152344  0.06494141  0.06298828  0.0546875
  0.05224609  0.04052734  0.03613281  0.04150391  0.04736328  0.05957031
  0.06982422  0.08105469  0.08203125  0.08203125  0.07519531  0.07080078
  0.06640625  0.0625      0.06396484  0.06494141  0.06640625  0.06347656
  0.06347656  0.06103516  0.0546875   0.05029297  0.08544922  0.08251953
  0.08740234  0.09912109  0.0703125   0.07519531  0.08251953  0.08105469
  0.08251953  0.08349609  0.07324219  0.07177734  0.06835938  0.06396484
  0.09716797  0.20898438  0.29882812  0.37207031  0.37011719  0.265625
  0.18212891  0.10742188  0.07470703  0.08056641  0.09179688  0.10693359
  0.11767578  0.10644531  0.08496094  0.07177734  0.05029297]"
Ses01M_script02_1_M010,"[ 0.03564453  0.0703125   0.09375     0.10595703  0.10644531  0.09716797
  0.09863281  0.09326172  0.08886719  0.08349609  0.09033203  0.09423828
  0.10009766  0.09765625  0.08349609  0.08007812  0.06835938  0.07177734
  0.08007812  0.07177734  0.07910156  0.07763672  0.06933594  0.07324219
  0.11425781  0.18847656  0.24267578  0.25927734  0.23339844  0.17138672
  0.12109375  0.10986328  0.09765625  0.08789062  0.08935547  0.09082031
  0.08740234  0.08105469  0.08154297  0.08886719  0.11376953  0.11621094
  0.11425781  0.10205078  0.07910156  0.07958984  0.12304688  0.20361328
  0.28417969  0.33398438  0.28857422  0.20703125  0.12402344  0.07958984
  0.08154297  0.07666016  0.07714844  0.06787109  0.06152344  0.05908203
  0.05224609  0.06201172  0.0703125   0.07226562  0.08007812  0.07226562
  0.06787109  0.05957031  0.05419922  0.04492188  0.03857422  0.05126953
  0.10986328  0.17236328  0.17285156  0.17333984  0.11669922  0.06640625
  0.08398438  0.18798828  0.20703125  0.19824219  0.20898438  0.09619141
  0.06787109  0.07128906  0.05273438  0.06152344  0.07373047  0.08740234
  0.09082031  0.09570312  0.09912109  0.08837891  0.07519531  0.06054688
  0.04443359  0.03320312  0.02929688  0.03173828  0.03369141  0.03955078
  0.04541016  0.04150391  0.046875    0.04638672  0.04980469  0.05761719
  0.05712891  0.06640625  0.07324219  0.12792969  0.17822266  0.22216797
  0.25439453  0.23535156  0.21630859  0.1953125   0.16943359  0.15380859
  0.12841797  0.10449219  0.10253906  0.08349609  0.07910156  0.08496094
  0.06298828  0.06005859  0.05712891  0.04736328  0.06103516  0.10009766
  0.12695312  0.12695312  0.12548828  0.09326172  0.07421875  0.08105469
  0.11572266  0.18945312  0.23193359  0.23535156  0.19921875  0.12597656
  0.08544922  0.078125    0.078125    0.07617188  0.06982422  0.06298828
  0.11865234  0.20800781  0.31884766  0.41748047  0.38183594  0.28857422
  0.16796875  0.06347656  0.03271484  0.02929688  0.04003906  0.06835938
  0.09912109  0.13818359  0.13378906  0.12011719  0.10205078  0.07226562
  0.08154297  0.14501953  0.21484375  0.30078125  0.37353516  0.31494141
  0.23583984  0.14941406  0.07373047  0.06640625  0.07080078  0.06347656
  0.05615234  0.05273438  0.04980469  0.05615234  0.07763672  0.09130859
  0.1015625   0.10986328  0.09765625  0.08300781  0.07275391  0.06933594
  0.06005859  0.06152344  0.06884766  0.0546875   0.0625      0.08837891
  0.11083984  0.13330078  0.13720703  0.1171875   0.09082031  0.08154297
  0.07421875  0.06689453  0.07177734  0.07080078  0.07958984  0.08544922
  0.08056641  0.07470703  0.06152344  0.04345703]"
Ses01M_script02_1_M011,"[ 0.02832031  0.03955078  0.06005859  0.0703125   0.09912109  0.13769531
  0.16113281  0.17675781  0.16748047  0.15136719  0.12597656  0.11230469
  0.10839844  0.10107422  0.10693359  0.09667969  0.08349609  0.07861328
  0.07861328  0.08056641  0.078125    0.07568359  0.06738281  0.06591797
  0.07226562  0.06298828  0.05908203  0.06054688  0.04980469  0.05712891
  0.06542969  0.05566406  0.05908203  0.06054688  0.0625      0.07080078
  0.07568359  0.07421875  0.07568359  0.07666016  0.06884766  0.06884766
  0.06494141  0.06884766  0.07275391  0.07275391  0.07324219  0.06640625
  0.07226562  0.07666016  0.07568359  0.07373047  0.07128906  0.05810547
  0.05859375  0.06835938  0.06396484  0.07958984  0.08154297  0.08447266
  0.09472656  0.09375     0.10253906  0.09863281  0.08544922  0.12548828
  0.18994141  0.24462891  0.296875    0.28466797  0.22802734  0.20263672
  0.17919922  0.16601562  0.15185547  0.11865234  0.12939453  0.11767578
  0.12939453  0.14355469  0.14794922  0.22802734  0.30029297  0.37011719
  0.43164062  0.43945312  0.40576172  0.34326172  0.24316406  0.15478516
  0.09716797  0.06884766  0.07470703  0.07470703  0.09228516  0.12353516
  0.12158203  0.10595703  0.09130859  0.06494141  0.05712891  0.06005859
  0.09667969  0.11279297  0.11132812  0.10498047  0.05566406  0.03466797
  0.03662109  0.03710938  0.04052734  0.04199219  0.04003906  0.04638672
  0.04736328  0.04833984  0.05126953  0.04833984  0.05224609  0.05517578
  0.07373047  0.07519531  0.06982422  0.06787109  0.04882812  0.05615234
  0.05957031  0.06689453  0.08056641  0.09326172  0.11230469  0.11572266
  0.11572266  0.09912109  0.08349609  0.07617188  0.078125    0.07958984
  0.07421875  0.07226562  0.06152344  0.06542969  0.07470703  0.06982422
  0.06689453  0.06298828  0.06152344  0.06787109  0.06933594  0.06835938
  0.06152344  0.0625      0.06347656  0.05810547  0.05566406  0.04931641
  0.04736328  0.04980469  0.05126953  0.05371094  0.05908203  0.05566406
  0.04443359]"
Ses01M_script02_1_M012,"[ 0.03271484  0.05273438  0.07128906  0.08837891  0.09082031  0.09228516
  0.08984375  0.08007812  0.07324219  0.06298828  0.05712891  0.04785156
  0.05273438  0.05615234  0.05517578  0.04882812  0.05419922  0.06103516
  0.09130859  0.12988281  0.15771484  0.18798828  0.18505859  0.17626953
  0.16748047  0.14794922  0.13330078  0.11816406  0.09179688  0.07324219
  0.07177734  0.06835938  0.07324219  0.09179688  0.09814453  0.11474609
  0.11572266  0.10791016  0.10839844  0.08789062  0.08789062  0.109375
  0.12207031  0.11767578  0.11083984  0.08789062  0.07324219  0.08740234
  0.09033203  0.09228516  0.10449219  0.11035156  0.09814453  0.08447266
  0.07666016  0.06396484  0.07714844  0.08056641  0.06347656  0.05273438
  0.04101562  0.04150391  0.04833984  0.05957031  0.06884766  0.06494141
  0.05712891  0.05566406  0.05273438  0.05322266  0.05273438  0.046875
  0.04980469  0.05810547  0.06445312  0.07128906  0.06542969  0.05712891
  0.05615234  0.05029297  0.05224609  0.05419922  0.05371094  0.0546875
  0.05810547  0.06005859  0.0703125   0.07275391  0.08398438  0.09570312
  0.09326172  0.10009766  0.09570312  0.09277344  0.09619141  0.14501953
  0.21875     0.23974609  0.22949219  0.18847656  0.20556641  0.29296875
  0.35449219  0.36132812  0.26367188  0.14501953  0.07861328  0.05224609
  0.05029297  0.06054688  0.06738281  0.06591797  0.06689453  0.05761719
  0.06103516  0.06103516  0.05664062  0.05273438  0.04052734  0.04736328
  0.05908203  0.06787109  0.07763672  0.07080078  0.07617188  0.07421875
  0.08398438  0.08789062  0.08251953  0.08642578  0.08007812  0.08447266
  0.08007812  0.08349609  0.07861328  0.07324219  0.07958984  0.07470703
  0.07617188  0.08007812  0.07128906  0.06494141  0.06103516  0.0546875
  0.05712891  0.05224609  0.05615234  0.05566406  0.04980469  0.05615234
  0.04882812  0.05224609  0.05322266  0.05957031  0.08056641  0.11279297
  0.15039062  0.17138672  0.18212891  0.15576172  0.13085938  0.09960938
  0.08740234  0.08349609  0.06787109  0.06689453  0.05175781  0.06054688
  0.07275391  0.08007812  0.08544922  0.078125    0.07470703  0.07910156
  0.07421875  0.06689453  0.06396484  0.08007812  0.1015625   0.10693359
  0.11181641  0.08789062  0.05761719  0.04980469  0.05322266  0.05615234
  0.06640625  0.06933594  0.06201172  0.05908203  0.04736328  0.04736328
  0.05957031  0.07519531  0.08300781  0.09033203  0.08154297  0.06445312
  0.05712891  0.04736328  0.04199219  0.04785156  0.05712891  0.06054688
  0.0625      0.06347656  0.0625      0.06787109  0.10644531  0.15185547
  0.16894531  0.16943359  0.13378906  0.08056641  0.05517578  0.05371094
  0.05126953  0.04589844  0.04492188  0.03955078  0.03808594  0.04492188
  0.05078125  0.05322266  0.04736328  0.04541016  0.04541016  0.04443359
  0.05810547  0.07568359  0.08886719  0.11328125  0.12695312  0.11132812
  0.10009766  0.07714844  0.05566406  0.05322266  0.05078125  0.05322266
  0.06152344  0.06982422  0.07861328  0.08105469  0.15283203  0.22998047
  0.26708984  0.31982422  0.24121094  0.16015625  0.11523438  0.05615234
  0.05126953  0.05175781  0.05371094  0.05566406  0.05664062  0.05566406
  0.05566406  0.05224609  0.05566406  0.05371094  0.04833984  0.046875
  0.0390625   0.02587891]"
Ses01M_script02_1_M013,"[ 0.03417969  0.04492188  0.0625      0.05712891  0.06152344  0.06542969
  0.05810547  0.05517578  0.04833984  0.04101562  0.04833984  0.04882812
  0.04833984  0.05273438  0.04785156  0.05029297  0.04980469  0.05566406
  0.06054688  0.06787109  0.07421875  0.08300781  0.09326172  0.10009766
  0.10888672  0.11914062  0.11816406  0.11279297  0.109375    0.09277344
  0.08398438  0.08349609  0.07617188  0.07763672  0.078125    0.07128906
  0.07324219  0.06591797  0.06201172  0.05859375  0.05371094  0.05273438
  0.05224609  0.06005859  0.06982422  0.07910156  0.08300781  0.07861328
  0.06982422  0.06591797  0.06933594  0.07177734  0.06835938  0.06298828
  0.05224609  0.046875    0.04101562  0.03369141  0.046875    0.04345703
  0.05371094  0.06591797  0.06005859  0.0703125   0.06884766  0.06738281
  0.06152344  0.05126953  0.04785156  0.046875    0.04785156  0.05566406
  0.06201172  0.06982422  0.0703125   0.07226562  0.06542969  0.06445312
  0.06982422  0.05859375  0.05761719  0.04345703  0.0390625   0.05126953
  0.05175781  0.05566406  0.05224609  0.04736328  0.04980469  0.05029297
  0.04492188  0.04638672  0.05761719  0.06005859  0.06640625  0.0703125
  0.06445312  0.06054688  0.06787109  0.11474609  0.11230469  0.12402344
  0.12451172  0.08056641  0.09082031  0.10742188  0.11816406  0.109375
  0.09570312  0.06884766  0.05371094  0.06494141  0.0703125   0.07373047
  0.07177734  0.07324219  0.07324219  0.078125    0.08789062  0.07666016
  0.07861328  0.07275391  0.06298828  0.06005859  0.05371094  0.05419922
  0.05273438  0.06298828  0.05957031  0.05273438  0.06494141  0.05175781
  0.05224609  0.0546875   0.03662109  0.07324219  0.07470703  0.078125
  0.08691406  0.06494141  0.06396484  0.06103516  0.05761719  0.046875
  0.05273438  0.05517578  0.05859375  0.05908203  0.06005859  0.05566406
  0.05712891  0.05664062  0.046875    0.05419922  0.05224609  0.05175781
  0.05419922  0.05908203  0.05322266  0.05712891  0.06542969  0.05859375
  0.05859375  0.05175781  0.046875    0.04541016  0.05810547  0.06933594
  0.06982422  0.06835938  0.06005859  0.05908203  0.0546875   0.05664062
  0.05371094  0.04199219  0.04003906  0.03662109  0.03613281  0.04833984
  0.05517578  0.0546875   0.0546875   0.04882812  0.04785156  0.05078125
  0.04980469  0.04345703  0.04003906  0.04199219  0.04248047  0.05419922
  0.06298828  0.07226562  0.08105469  0.07568359  0.06689453  0.05908203
  0.05859375  0.05859375  0.06298828  0.05712891  0.05859375  0.05957031
  0.06396484  0.06298828  0.05517578  0.05664062  0.05322266  0.05566406
  0.05419922  0.04736328  0.0390625   0.04833984  0.05517578  0.06103516
  0.07666016  0.07470703  0.07324219  0.07763672  0.06640625  0.06591797
  0.06591797  0.06494141  0.06396484  0.04492188]"
Ses01M_script02_1_M014,"[ 0.03320312  0.04052734  0.05517578  0.05371094  0.04589844  0.05224609
  0.05810547  0.06542969  0.06884766  0.06591797  0.06054688  0.05517578
  0.05859375  0.06201172  0.05664062  0.06152344  0.046875    0.04394531
  0.04931641  0.04541016  0.05224609  0.05712891  0.06347656  0.07861328
  0.09814453  0.11230469  0.11865234  0.11669922  0.11474609  0.11376953
  0.11425781  0.11523438  0.11474609  0.11035156  0.11083984  0.10595703
  0.09814453  0.10107422  0.1015625   0.10351562  0.10595703  0.10498047
  0.10253906  0.09570312  0.09228516  0.08544922  0.0703125   0.06738281
  0.05908203  0.05859375  0.05712891  0.05615234  0.06640625  0.06103516
  0.05810547  0.05029297  0.04638672  0.05126953  0.06542969  0.07763672
  0.07763672  0.078125    0.07470703  0.07421875  0.07519531  0.07275391
  0.0703125   0.06494141  0.06298828  0.05908203  0.05908203  0.05761719
  0.06933594  0.1171875   0.19970703  0.21240234  0.20458984  0.1640625
  0.07177734  0.06054688  0.05859375  0.05224609  0.05859375  0.05908203
  0.05517578  0.05078125  0.05029297  0.05175781  0.0546875   0.06152344
  0.07470703  0.07763672  0.07324219  0.08447266  0.07324219  0.06933594
  0.06787109  0.05322266  0.0546875   0.06835938  0.17626953  0.18554688
  0.18408203  0.171875    0.06494141  0.0546875   0.05566406  0.05517578
  0.05273438  0.05419922  0.04882812  0.04296875  0.03710938  0.03857422
  0.04296875  0.04443359  0.04638672  0.03955078  0.03808594  0.04980469
  0.06005859  0.07617188  0.0859375   0.08007812  0.08105469  0.07177734
  0.07617188  0.08105469  0.07910156  0.10595703  0.14501953  0.18359375
  0.24707031  0.26806641  0.24072266  0.20556641  0.15380859  0.11328125
  0.09375     0.08740234  0.07421875  0.07958984  0.07519531  0.08105469
  0.09082031  0.08935547  0.09033203  0.08154297  0.06738281  0.05664062
  0.09179688  0.18798828  0.29296875  0.33691406  0.31884766  0.23730469
  0.18017578  0.19189453  0.20263672  0.19238281  0.15771484  0.11181641
  0.15429688  0.22509766  0.25488281  0.25634766  0.19140625  0.11474609
  0.08544922  0.08056641  0.08251953  0.09228516  0.08691406  0.08300781
  0.07568359  0.06445312  0.06347656  0.06201172  0.06640625  0.07177734
  0.07226562  0.06640625  0.06396484  0.09228516  0.09179688  0.09814453
  0.09228516  0.06640625  0.07470703  0.07421875  0.09228516  0.09130859
  0.08447266  0.08837891  0.06982422  0.07226562  0.06884766  0.06689453
  0.0703125   0.06396484  0.06738281  0.06347656  0.07421875  0.07373047
  0.07421875  0.07958984  0.06982422  0.0703125   0.06640625  0.05712891
  0.05566406  0.05615234  0.05371094  0.05322266  0.04931641  0.0703125
  0.08203125  0.0859375   0.09228516  0.06494141  0.05566406  0.06201172
  0.06640625  0.06640625  0.07177734  0.05859375  0.04882812  0.05908203
  0.05371094  0.06445312  0.06054688  0.05419922  0.05078125  0.05273438
  0.06445312  0.06445312  0.09033203  0.09423828  0.08984375  0.09082031
  0.06982422  0.06396484  0.07080078  0.07324219  0.08154297  0.08056641
  0.06933594  0.06103516  0.05419922  0.05029297  0.05029297  0.05810547
  0.0703125   0.07128906  0.07421875  0.07519531  0.09179688  0.12695312
  0.15185547  0.16064453  0.12841797  0.09082031  0.08984375  0.09130859
  0.12597656  0.12304688  0.10107422  0.11816406  0.11132812  0.17822266
  0.22363281  0.23974609  0.24755859  0.20996094  0.20703125  0.19140625
  0.19628906  0.20068359  0.17480469  0.18017578  0.15283203  0.13330078
  0.12451172  0.10742188  0.10253906  0.12890625  0.20068359  0.26953125
  0.34765625  0.39111328  0.38183594  0.34033203  0.29736328  0.2578125
  0.22265625  0.20947266  0.19970703  0.17724609  0.16064453  0.14111328
  0.125       0.11376953  0.10498047  0.10546875  0.09667969  0.10009766
  0.09570312  0.08935547  0.09033203  0.09179688  0.08544922  0.07958984
  0.07666016  0.06445312  0.06347656  0.06298828  0.05419922  0.046875
  0.03955078  0.03613281  0.04248047  0.046875    0.04931641  0.04931641
  0.04003906  0.06005859  0.08886719  0.12255859  0.16357422  0.18408203
  0.19482422  0.19335938  0.1796875   0.17138672  0.16503906  0.15234375
  0.15136719  0.13671875  0.11962891  0.12451172  0.12597656  0.140625
  0.14208984  0.13671875  0.12353516  0.11962891  0.12255859  0.12402344
  0.12792969  0.1171875   0.11132812  0.11132812  0.10644531  0.10644531
  0.10644531  0.09912109  0.09960938  0.10546875  0.10595703  0.09521484
  0.13671875  0.1640625   0.23388672  0.31298828  0.32666016  0.33056641
  0.27783203  0.21191406  0.16210938  0.12402344  0.11962891  0.17138672
  0.24707031  0.31445312  0.36425781  0.35400391  0.28662109  0.24072266
  0.20507812  0.19775391  0.19775391  0.17480469  0.14306641  0.09716797
  0.08007812  0.07421875  0.07226562  0.07080078  0.06542969  0.09472656
  0.17089844  0.18603516  0.19140625  0.17822266  0.10595703  0.11132812
  0.13525391  0.18115234  0.27099609  0.35742188  0.34326172  0.27832031
  0.19482422  0.17333984  0.2421875   0.30517578  0.31884766  0.23828125
  0.16894531  0.11425781  0.09082031  0.08886719  0.08642578  0.08691406
  0.10351562  0.19091797  0.23144531  0.22216797  0.21289062  0.12207031
  0.07519531  0.11669922  0.1484375   0.22558594  0.25292969  0.21337891
  0.17041016  0.10302734  0.15673828  0.18896484  0.22802734  0.23779297
  0.15917969  0.13232422  0.10058594  0.09667969  0.10742188  0.12255859
  0.11621094  0.09765625  0.078125    0.05273438  0.04394531  0.09863281
  0.13183594  0.13964844  0.16601562  0.19824219  0.25927734  0.25439453
  0.23583984  0.1484375   0.13232422  0.14453125  0.14697266  0.15039062
  0.08984375  0.09130859  0.08984375  0.09472656  0.08398438  0.08251953
  0.08691406  0.08203125  0.07666016  0.06298828  0.05566406  0.05859375
  0.06494141  0.06835938  0.07568359  0.06591797  0.05664062  0.05419922
  0.05371094  0.06933594  0.08203125  0.08642578  0.08398438  0.07421875
  0.07470703  0.07568359  0.078125    0.08496094  0.07275391  0.06689453
  0.05615234  0.04492188  0.05517578  0.06054688  0.06640625  0.0703125
  0.06591797  0.06298828  0.06787109  0.06347656  0.06298828  0.05908203
  0.06201172  0.06835938  0.06982422  0.07568359  0.0625      0.09423828
  0.18261719  0.22216797  0.2265625   0.19580078  0.12597656  0.171875
  0.21289062  0.2421875   0.22070312  0.13427734  0.09765625  0.06787109
  0.06640625  0.06103516  0.05322266  0.04736328  0.05175781  0.05419922
  0.06005859  0.06591797  0.06542969  0.06494141  0.06298828  0.06298828
  0.07275391  0.0703125   0.06933594  0.06787109  0.05761719  0.06152344
  0.06396484  0.06152344  0.05712891  0.05322266  0.05761719  0.05712891
  0.06347656  0.06689453  0.05859375  0.05175781  0.03369141]"
Ses01M_script02_1_M015,"[ 0.05761719  0.07910156  0.08691406  0.07373047  0.08544922  0.09375
  0.11767578  0.11230469  0.10302734  0.09277344  0.08837891  0.09960938
  0.10107422  0.09472656  0.08203125  0.06689453  0.05761719  0.0625
  0.05908203  0.05908203  0.06201172  0.05664062  0.06005859  0.05712891
  0.05322266  0.05371094  0.04882812  0.05908203  0.125       0.12353516
  0.12988281  0.12695312  0.06787109  0.07519531  0.078125    0.07128906
  0.06396484  0.06445312  0.0625      0.06298828  0.09423828  0.10058594
  0.09863281  0.10888672  0.08886719  0.08349609  0.08496094  0.07324219
  0.05908203  0.04589844  0.04345703  0.04736328  0.05126953  0.05957031
  0.06201172  0.06347656  0.06494141  0.06445312  0.05908203  0.05615234
  0.05957031  0.06005859  0.06689453  0.07080078  0.06933594  0.0703125
  0.06005859  0.04980469  0.04541016  0.04541016  0.04638672  0.04882812
  0.046875    0.04589844  0.05078125  0.05273438  0.05712891  0.06689453
  0.06933594  0.07177734  0.06884766  0.06445312  0.05810547  0.06689453
  0.06738281  0.06494141  0.06738281  0.05566406  0.05664062  0.05517578
  0.06347656  0.06787109  0.07226562  0.0703125   0.06005859  0.06445312
  0.05322266  0.05273438  0.05566406  0.04931641  0.06054688  0.06494141
  0.06640625  0.05175781]"
Ses01M_script02_1_M016,"[ 0.03564453  0.05273438  0.06787109  0.06152344  0.05517578  0.05419922
  0.05664062  0.07958984  0.09619141  0.10302734  0.11083984  0.11669922
  0.13183594  0.1328125   0.13134766  0.12060547  0.11035156  0.12011719
  0.13476562  0.13964844  0.13476562  0.12792969  0.11181641  0.11083984
  0.13769531  0.15283203  0.16650391  0.15185547  0.10986328  0.07373047
  0.04980469  0.08105469  0.12109375  0.12792969  0.13037109  0.09716797
  0.05566406  0.078125    0.20117188  0.33007812  0.43994141  0.45507812
  0.33203125  0.20898438  0.109375    0.07714844  0.09375     0.09667969
  0.09619141  0.09472656  0.07617188  0.07324219  0.06445312  0.06347656
  0.06494141  0.05859375  0.06591797  0.07275391  0.07958984  0.07763672
  0.06689453  0.05712891  0.05615234  0.06494141  0.07568359  0.08886719
  0.08984375  0.08837891  0.08642578  0.08105469  0.07666016  0.07421875
  0.06689453  0.06542969  0.06787109  0.07177734  0.07275391  0.06933594
  0.06396484  0.06445312  0.07177734  0.09179688  0.08984375  0.07910156
  0.09667969  0.125       0.20898438  0.27099609  0.24707031  0.20019531
  0.125       0.07177734  0.07324219  0.07226562  0.06005859  0.05224609
  0.0546875   0.05029297  0.05175781  0.04980469  0.04052734  0.03857422
  0.046875    0.06494141  0.06835938  0.06884766  0.06005859  0.03662109
  0.03857422  0.02832031]"
Ses01M_script02_1_M017,"[ 0.03662109  0.07470703  0.13037109  0.19091797  0.23876953  0.25927734
  0.25390625  0.20898438  0.16259766  0.14599609  0.13769531  0.16357422
  0.21337891  0.21191406  0.20654297  0.18896484  0.17089844  0.16259766
  0.15869141  0.15283203  0.13720703  0.13134766  0.13330078  0.12109375
  0.10986328  0.10644531  0.09130859  0.11474609  0.16357422  0.17041016
  0.19482422  0.16992188  0.11376953  0.09814453  0.07226562  0.06152344
  0.05761719  0.06005859  0.05908203  0.05566406  0.05908203  0.06298828
  0.06933594  0.09033203  0.09667969  0.10009766  0.09765625  0.08886719
  0.08984375  0.08740234  0.08740234  0.09326172  0.08740234  0.08203125
  0.08398438  0.08349609  0.08349609  0.09326172  0.09277344  0.09521484
  0.09277344  0.08398438  0.08544922  0.08251953  0.09228516  0.09765625
  0.10058594  0.10107422  0.09960938  0.09814453  0.09130859  0.08398438
  0.078125    0.08251953  0.09814453  0.10986328  0.14257812  0.13720703
  0.12158203  0.11425781  0.08886719  0.08691406  0.08496094  0.08691406
  0.07617188  0.07080078  0.06396484  0.0546875   0.05419922  0.05419922
  0.05419922  0.05224609  0.04492188  0.04443359  0.05908203  0.08984375
  0.13964844  0.19091797  0.22900391  0.23828125  0.24511719  0.24755859
  0.24023438  0.24267578  0.23144531  0.21337891  0.20019531  0.17675781
  0.14306641  0.11328125  0.09375     0.08056641  0.07958984  0.07568359
  0.06347656  0.06054688  0.06298828  0.05566406  0.05859375  0.05712891
  0.04785156  0.05029297  0.04736328  0.05175781  0.06201172  0.0625
  0.06494141  0.05712891  0.04736328  0.04980469  0.05273438  0.05419922
  0.0625      0.05957031  0.05419922  0.05712891  0.05175781  0.04394531
  0.03271484]"
Ses01M_script02_1_M018,"[ 0.03076172  0.05029297  0.06201172  0.06591797  0.06103516  0.05224609
  0.04980469  0.04443359  0.04833984  0.04736328  0.05371094  0.0546875
  0.06640625  0.06835938  0.06640625  0.06640625  0.06640625  0.07470703
  0.07519531  0.07763672  0.06787109  0.05957031  0.05273438  0.05078125
  0.05371094  0.05273438  0.05664062  0.05175781  0.04492188  0.04638672
  0.04931641  0.05810547  0.06591797  0.06494141  0.06396484  0.05957031
  0.05322266  0.05566406  0.05419922  0.05517578  0.05371094  0.04980469
  0.05078125  0.05175781  0.05664062  0.05566406  0.05371094  0.04785156
  0.04296875  0.04150391  0.04394531  0.06884766  0.09179688  0.09619141
  0.09716797  0.07861328  0.06982422  0.07910156  0.08398438  0.08349609
  0.07421875  0.07421875  0.0703125   0.06884766  0.06054688  0.046875
  0.04296875  0.04052734  0.04492188  0.05224609  0.05322266  0.05566406
  0.05908203  0.06103516  0.06933594  0.06982422  0.06933594  0.07080078
  0.06738281  0.0625      0.05175781  0.04248047  0.03320312  0.03076172
  0.04052734  0.04345703  0.05078125  0.04101562]"
Ses01M_script02_1_M019,"[ 0.03027344  0.04443359  0.05908203  0.06494141  0.06494141  0.07080078
  0.07470703  0.09814453  0.12988281  0.15527344  0.18652344  0.16113281
  0.12744141  0.09814453  0.06494141  0.0546875   0.05371094  0.05273438
  0.05224609  0.06396484  0.06689453  0.06542969  0.06298828  0.06884766
  0.06347656  0.06298828  0.06445312  0.06738281  0.07275391  0.10205078
  0.19140625  0.27099609  0.30029297  0.26855469  0.18310547  0.10742188
  0.07910156  0.08349609  0.07666016  0.05761719  0.05224609  0.10400391
  0.20019531  0.29052734  0.34521484  0.30371094  0.23339844  0.15576172
  0.10839844  0.10253906  0.08349609  0.07519531  0.07226562  0.06884766
  0.06933594  0.06640625  0.06201172  0.05810547  0.04980469  0.04394531
  0.04199219  0.04052734  0.04248047  0.046875    0.05615234  0.05957031
  0.05712891  0.05566406  0.05126953  0.05517578  0.06494141  0.07128906
  0.07128906  0.07519531  0.07373047  0.07177734  0.07177734  0.05859375
  0.04980469  0.04638672  0.04199219  0.05029297  0.05078125  0.05615234
  0.05615234  0.05517578  0.06005859  0.05419922  0.05371094  0.05664062
  0.06201172  0.07226562  0.06884766  0.07617188  0.07421875  0.07617188
  0.11425781  0.12207031  0.13720703  0.13085938  0.10449219  0.09033203
  0.05664062]"
