session,max(max(amplitude)),max(mean(amplitude)),max(var(amplitude)),mean(max(amplitude)),mean(mean(amplitude)),mean(var(amplitude)),var(max(amplitude)),var(mean(amplitude)),var(var(amplitude)),max(energy(energy)),mean(energy(energy)),var(energy(energy)),max(silence_ratio(silence_ratio)),mean(silence_ratio(silence_ratio)),var(silence_ratio(silence_ratio)),max(zerocrossing(zerocrossing)),mean(zerocrossing(zerocrossing)),var(zerocrossing(zerocrossing)),max(max(cepstrum)),max(mean(cepstrum)),max(var(cepstrum)),mean(max(cepstrum)),mean(mean(cepstrum)),mean(var(cepstrum)),var(max(cepstrum)),var(mean(cepstrum)),var(var(cepstrum))
Ses02M_script03_2_M047,28361.0,84.915,250536095.62968397,14307.804123711341,-0.9351417525773196,27105643.46019,71771994.63173556,424.1205003181794,1609415884685066.0,8191522.0,810208.2061859999,3270655239810.0,0.00875,0.00037371134020599997,1.37451509193e-06,20.0,1.34020618557,6.9667339781100015,33.418835545,0.0213147546363,0.7066967726450001,28.0136404417,0.0170509118095,0.509699468727,8.99719423083,4.9124757674e-06,0.00981502651816
Ses03F_impro01_F002,1573.0,2.69,245950.2814,292.9444444444445,-0.8104513888888891,24219.13864963108,128520.71913580252,4.118789748505016,3201114310.474475,8206271.0,3725629.94444,1974033453070.0,0.011875,0.00666666666667,1.37586805556e-05,101.0,21.2222222222,792.283950617,22.192910596500003,0.015998849011299998,0.314849516605,15.9675639822,0.0138232643885,0.175238450989,6.00140350533,1.90457425225e-06,0.00296770687067
Ses03F_impro01_M001,3077.0,5.66,552237.3787984375,404.17073170731715,-0.8664329268292686,41978.730730087664,579005.50743605,4.624569993214604,14027622726.109543,5377347.0,1660947.7561,1102376841370.0,0.030625,0.0123323170732,4.53129647531e-05,115.0,19.7804878049,835.049375372,22.3717063121,0.0167454214928,0.328210503863,15.0385001049,0.0135255518808,0.157984260494,5.96143177135,3.41927987176e-06,0.00296641491146
Ses03F_impro01_M002,3588.0,5.306875,747105.4581152344,1039.8026315789473,-0.8871874999999999,115848.63924270148,768306.7899930747,3.617931954152962,26510949397.09184,8839781.0,3847397.1578900004,5753370441880.0,0.020625,0.005715460526319999,3.13291935379e-05,80.0,8.06578947368,232.903566482,23.606567579,0.0163611922848,0.361597034203,18.558586931,0.0130358332433,0.234264930073,8.13210432164,5.96400579175e-06,0.00416227699248
Ses03F_impro01_M003,2655.0,5.433125,1638911.4805277344,611.3846153846154,-1.0100480769230769,173038.3920451622,594748.2366863907,6.546363489275148,189235183842.9258,8587213.0,4712608.230769999,8484898881830.0,0.019375,0.00701923076923,3.21606878698e-05,39.0,8.0,103.846153846,22.1368236702,0.0163570480366,0.3161776077,17.2900971446,0.013867460697000001,0.20352506035100001,7.027875245639999,5.2222613937599995e-06,0.0033792800735000005
Ses03F_impro01_M004,2567.0,2.9725,822851.7871714843,756.0434782608696,-0.9579619565217392,97134.94021618542,468628.6502835542,3.5804894435255217,32916414539.77877,7924116.0,3855429.7826099996,6123419678310.0,0.02,0.00638586956522,3.34224362004e-05,79.0,11.652173913,422.487712665,22.350459763499998,0.0163813625638,0.32282881833099997,18.0493432208,0.0138033208737,0.220455174232,7.3964012730199995,1.98203129885e-06,0.0035979246070399996
Ses03F_impro01_M005,3679.0,4.889375,1759627.6886000002,1454.533333333333,-0.7232083333333332,369452.63584679685,2190969.448888889,5.367747909722223,284340639132.1963,6479973.0,2895613.8,3509202072660.0,0.016875,0.00641666666667,3.30972222222e-05,38.0,8.933333333330001,142.728888889,23.7504852494,0.016166882812000002,0.365007953263,19.0870041106,0.0137192470499,0.248676695704,10.6229395941,3.5667490162800003e-06,0.00627418756711
Ses03F_impro02_F000,704.0,6.665,87615.43323085937,327.15789473684214,-0.8279605263157895,20341.87244494243,37480.44875346261,11.826773266533932,768325941.3917626,7743183.0,4921171.368419999,1570969596170.0,0.011875,0.0059539473684200005,1.23095567867e-05,68.0,11.5789473684,296.349030471,20.3104135478,0.0167255763314,0.26631608513599997,17.5470250079,0.0146709985249,0.20752948124899998,1.9069122222900001,2.68089399865e-06,0.000947353059599
Ses03F_impro02_F001,501.0,1.62125,25570.07327773438,208.5,-0.7910624999999999,6831.077447148437,13520.85,3.2234604726562504,66577180.43366875,8663105.0,4493693.9,3025876035300.0,0.014375,0.0073125,1.516015625e-05,45.0,13.8,169.96,18.5433979807,0.0160651741602,0.22920292748000004,16.391798943199998,0.013534407143,0.18257833054699998,1.5545987945200002,2.7521697853099997e-06,0.000702528866121
Ses03F_impro02_F008,2635.0,7.52625,622125.9130859376,570.6842105263157,-0.9118139097744358,65731.88691988957,307224.8025326473,6.128714978058393,14410047641.569475,9795718.0,4325207.77444,3947645439400.0,0.01625,0.00558270676692,1.59022291396e-05,161.0,14.8045112782,722.8640397989999,22.9485503675,0.0169447342526,0.340024229544,17.6530753201,0.0137776531073,0.211507614875,5.671020914,4.52780021853e-06,0.00290156942072
Ses03F_impro02_F010,982.0,5.62,113240.76088710937,393.83333333333326,-0.8798611111111109,24208.561321744794,74040.47222222223,8.770842124807096,834838720.3912642,8354862.0,4768554.11111,2686207595410.0,0.011875,0.00503472222222,1.44736207562e-05,91.0,10.1666666667,444.694444444,21.5714804596,0.0164721637088,0.30167776099,17.4719296048,0.0141681453788,0.20757256222399997,5.40523635931,9.0054420343e-06,0.0025924672401599997
Ses03F_impro02_F011,1069.0,5.0225,93725.26219375,388.3181818181818,-0.8942329545454545,21535.549157546164,72855.3987603306,5.8924398768401325,666378662.2978536,9153478.0,4556359.81818,3326531934120.0,0.01375,0.0050852272727299995,1.1711486312000002e-05,114.0,10.4545454545,344.247933884,20.1300620168,0.016319950293100002,0.26335565901,17.102607279100003,0.0135225854736,0.197657820502,2.77234047084,7.990622657530001e-06,0.00133660574077
Ses03F_impro02_F012,479.0,1.896875,3016.871240234375,169.0,-0.9452083333333334,2191.327153342014,12529.333333333336,4.911441753472222,281131.5555575213,4687520.0,3377057.44444,464786818880.0,0.01125,0.00784722222222,6.17283950617e-06,68.0,18.444444444400002,422.691358025,18.1773610191,0.0164375807239,0.22237465219799998,16.0274104246,0.013564517714599999,0.17403608376200003,1.7245253450099998,2.6049704206e-06,0.00082325586353
Ses03F_impro02_F015,2297.0,10.730625,532706.5636234374,953.9444444444445,-0.8293055555555555,143043.5394348524,594765.8302469137,18.837678554205247,30418247419.53028,7676903.0,3271378.44444,4144884401920.0,0.016875,0.00472222222222,2.78308256173e-05,37.0,4.94444444444,73.7191358025,23.167882819499997,0.0175843979903,0.34045223716899997,18.6360826681,0.014413865257700002,0.235406693509,8.26127306961,5.58449607768e-06,0.0042479232899999995
Ses03F_impro02_F018,2247.0,3.565625,227905.2518652344,527.2432432432432,-0.9202533783783784,39041.099263988595,243128.02191380571,5.716960947201425,3065603254.0307465,8316212.0,4772698.56757,3251594706020.0,0.011875,0.0052027027027,9.73509404675e-06,135.0,13.5135135135,665.006574142,21.553808355799998,0.016821084673,0.31017479508900003,17.8703059602,0.013768020707200002,0.216580255577,4.6520129291500005,3.89551912415e-06,0.00244129867869
Ses03F_impro02_F019,1630.0,5.639375,397125.2801371094,457.3658536585366,-0.8739939024390244,50333.21317900153,243770.1344437834,6.5418885838042815,8960701504.065872,7608787.0,3669503.85366,2065065529970.0,0.0175,0.00663109756098,1.94336518441e-05,76.0,17.1219512195,451.521713266,21.9459043189,0.0165702608607,0.305935227004,16.6671443827,0.013617384293500002,0.190037088649,5.23266194888,8.59370998329e-06,0.00256362133383
Ses03F_impro02_F020,2797.0,2.831875,682148.3069359374,611.8648648648649,-0.8848310810810812,84235.39042396535,427603.68444119795,4.458440533121804,21172403089.024944,7860421.0,3542971.51351,2346204685800.0,0.01625,0.00631756756757,2.29472927319e-05,62.0,10.756756756800002,202.34623813,23.8784119014,0.016485156475299998,0.36391032654700006,17.6517816628,0.0133263634905,0.212541372711,8.79315396241,6.2399710944099995e-06,0.00457157097684
Ses03F_impro02_F021,2714.0,11.94,464730.98515,728.5909090909091,-0.8845454545454544,78520.81713786696,347350.6659779614,8.654229350680094,10489842596.607277,8081389.0,5028405.09091,3453631832580.0,0.01625,0.00404356060606,1.38875437615e-05,41.0,7.818181818180001,120.300275482,24.1073064856,0.0177769839016,0.373280738528,18.9010244477,0.0138023398776,0.239882251824,5.500418678180001,5.61783430789e-06,0.0030192332381500002
Ses03F_impro02_F023,609.0,4.06125,38137.66722500001,208.3913043478261,-0.871983695652174,8673.376921654211,16864.325141776935,5.440793432478736,141539374.4441636,8912458.0,4606857.434780001,4830560302040.0,0.0175,0.00790760869565,1.47285562382e-05,111.0,20.0869565217,533.035916824,18.7916111221,0.0165554547939,0.235705590576,15.7968304792,0.014160499428299998,0.170090519078,1.75666136358,2.35064192392e-06,0.0008137823893080001
Ses03F_impro02_F024,6200.0,3.52375,1054927.4128277344,903.7954545454544,-1.073380681818182,101689.42329552557,1542353.2536157025,5.986206113604079,40776830744.38794,9164859.0,4696776.45455,3429974171390.0,0.009375,0.0036931818181799997,9.47830578512e-06,110.0,8.840909090910001,336.77014462799997,24.9105924684,0.0166396853938,0.406849413889,19.333493701,0.013768900744199999,0.251978062139,8.02888122902,4.73912385216e-06,0.00459773242492
Ses03F_impro02_F025,947.0,5.155,63821.06810898438,391.5263157894737,-0.8988815789473684,18646.292705756583,62496.77562326869,9.327727203081716,315417328.40367776,8142700.0,5381212.631580001,3868603083760.0,0.015625,0.00575657894737,1.80747922438e-05,61.0,14.7894736842,258.90304709099996,19.6751287697,0.017036838080799997,0.25681187082400003,17.4858042671,0.014306862112,0.20779263409,3.30901151598,5.45082675666e-06,0.00160187217371
Ses03F_impro02_F026,782.0,4.221875,60882.38663085937,284.3181818181818,-0.9191193181818182,12144.201976438206,38369.03512396695,6.809748922552946,238175148.22730908,9028476.0,4721201.68182,4687570585040.0,0.01375,0.006931818181819999,1.22126807851e-05,81.0,13.2727272727,363.107438017,20.667375675,0.0169104150111,0.282751542197,16.5152310356,0.013793615743200002,0.187018118576,3.64018559898,3.68729776525e-06,0.00179814531728
Ses03F_impro02_F027,6357.0,4.628125,1277673.52484375,551.2727272727273,-0.892068181818182,53757.415437343734,767685.1438016534,5.361208833419421,30957402660.29942,8686324.0,5083564.327269999,3331751629140.0,0.013125,0.005375,1.30625e-05,146.0,13.981818181800001,628.126942149,24.1327678287,0.0166962526153,0.393854359072,18.0167738558,0.0140073911338,0.219809280273,5.74798957666,2.54434624226e-06,0.00318743979928
Ses03F_impro02_F028,451.0,3.924375,34417.7297484375,178.8695652173913,-0.8304076086956522,7488.318457625677,9182.200378071831,5.872590577741022,98257430.23832253,9740527.0,4341193.34783,5571774788230.0,0.011875,0.006875,1.35190217391e-05,111.0,20.1304347826,520.9829867669999,18.8666058122,0.0159547934993,0.230901921608,15.391111546,0.0145874992408,0.162329256369,1.54727999644,8.90005946701e-07,0.000580743387674
Ses03F_impro02_F029,1883.0,3.994375,340443.0072183594,483.0813953488372,-0.8951090116279072,42912.030780536894,196220.2143050297,5.025070541350477,5098324204.2257595,8933088.0,4743537.63953,2653669150570.0,0.015,0.00582848837209,1.51384616685e-05,129.0,13.1046511628,462.233234181,23.5314493639,0.016500931724399998,0.359357768676,17.8925881899,0.0139488177171,0.216929402719,5.97559919056,3.34953848555e-06,0.00308176742376
Ses03F_impro02_F031,10635.0,4.6175,5648619.194623438,1697.3488372093025,-0.9381395348837208,392305.9727150981,3901705.4829637664,7.964533766140481,784078542676.2285,7341905.0,3832993.7209300003,3155607652830.0,0.01125,0.00252906976744,8.792759599780001e-06,73.0,5.837209302330001,175.29908058400002,27.1533013827,0.016608377674200002,0.476613400368,20.783049107300002,0.014386095892,0.288834650729,10.4132514234,2.69655560338e-06,0.0065987765306
Ses03F_impro02_F032,624.0,4.16375,45396.546015234366,314.35714285714283,-1.0009821428571428,10677.749124218748,23732.229591836727,7.838196245216838,138855794.12083817,9838737.0,5348874.2857099995,5539216903060.0,0.0125,0.00691964285714,1.1354033800999998e-05,22.0,6.5,33.6785714286,18.191842911600002,0.0162990772429,0.22355605131499998,16.5276306255,0.0143597792774,0.186259828211,1.5528349706400002,2.4796058334900003e-06,0.000659709932867
Ses03F_impro02_F034,1009.0,5.74,102353.6843734375,427.36666666666673,-1.0569166666666667,33626.48294380208,62430.29888888888,7.541150024305557,823222211.2553713,8285032.0,5151376.8,1845245554480.0,0.0125,0.00433333333333,1.00243055556e-05,74.0,13.2666666667,448.262222222,21.9429703294,0.0168899995868,0.309471686604,18.0100483861,0.014401797356,0.218444075695,4.4649715826800005,2.1544171021e-06,0.00224676927819
Ses03F_impro02_F035,4969.0,8.9125,2673116.124023437,1358.7714285714285,-0.993625,309513.0392451451,1075066.290612245,20.65694635714285,232917747519.52786,7198618.0,3656850.3714300003,2508395864600.0,0.014375,0.001875,9.754464285710001e-06,17.0,2.05714285714,10.6253061224,24.1919860958,0.0176311578798,0.39087773729,20.4380501299,0.014939128446899999,0.280887149515,6.35498555747,3.4323124804400003e-06,0.0037593930388099997
Ses03F_impro02_F036,1476.0,4.214375,78519.42565273437,296.43548387096774,-0.8184274193548392,13503.629667817542,84837.14906347553,4.078170032030437,403170236.11357474,9648302.0,4538105.16129,4833017100530.0,0.015,0.0067741935483900005,1.56652412851e-05,124.0,15.419354838699999,589.243496358,20.3558916516,0.0166107221712,0.274028029087,16.3789898512,0.013405868444399999,0.182718611504,3.6150630400800003,4.55938893556e-06,0.0017252058067
Ses03F_impro02_F037,1607.0,4.7,132538.7883109375,355.13333333333327,-0.8553833333333334,17464.536494208332,106485.20888888887,6.183658478055557,679507801.5273937,9006121.0,4779045.706669999,3630314424950.0,0.01625,0.00639166666667,1.43393055556e-05,76.0,13.44,214.033066667,22.377695155100003,0.0168103067354,0.323592266625,16.7452754385,0.0137858035395,0.19112138771099998,3.4777092103400005,4.54211193525e-06,0.0017160825264799999
Ses03F_impro02_F038,531.0,1.648125,52821.740108984384,207.51851851851848,-0.9917361111111109,7429.956917809605,15601.360768175584,3.090861120756173,160425129.57090995,9852187.0,4406355.2963,4406971045280.0,0.01625,0.00777777777778,1.07156635802e-05,154.0,20.0740740741,1082.3648834,21.042006545499998,0.016592608632,0.285573142959,16.3675069527,0.0129860526829,0.182185622847,3.5182791071099997,6.57078493167e-06,0.001510852878
Ses03F_impro02_F039,1061.0,4.94875,226215.7475,386.9714285714286,-0.854142857142857,31795.16533133928,79378.42775510206,6.037322926020408,2086095461.258685,8140038.0,4601568.34286,3186296183760.0,0.011875,0.00530357142857,1.18386479592e-05,99.0,11.8,360.96,21.5942325096,0.016539963924,0.304723032301,17.1983655303,0.0138803409697,0.201251857153,4.117785672719999,3.20856192906e-06,0.0020451766816300004
Ses03F_impro02_F040,746.0,3.8125,17361.486396484375,212.4,-0.8148333333333333,4969.0453744270835,25469.040000000005,4.62975554513889,24929077.86336522,9632805.0,4765154.8,4786671374930.0,0.01125,0.006583333333329999,7.232638888889999e-06,81.0,21.0,508.266666667,19.1068305216,0.0159573845469,0.248661777058,15.689530446500001,0.0137853695288,0.167816761234,1.82527442621,2.94156973858e-06,0.0008780113081639999
Ses03F_impro02_F041,2322.0,4.25625,294659.45068710943,366.23188405797094,-0.913894927536232,22466.768359533515,119946.72883847932,5.6649691366047055,2110402613.9081688,11345400.0,5431700.6087,5137171203010.0,0.015625,0.00577898550725,9.40223955051e-06,136.0,14.594202898599999,540.617937408,21.0644919592,0.0165190370322,0.300040699807,17.1241759221,0.0139175375446,0.198632703795,2.8340160773500003,4.0587836123599994e-06,0.00139456580167
Ses03F_impro02_F042,330.0,2.141875,10451.386935937502,171.9375,-1.035390625,3158.9517961425786,4182.30859375,5.192654486083983,5086634.4704044135,9139378.0,4298394.375,3246449027100.0,0.011875,0.0081640625,6.51702880859e-06,45.0,12.875,119.859375,17.260468565,0.0160114565067,0.19495323945,15.4892077645,0.0139026991523,0.163524567975,1.05822890205,5.386973283019999e-06,0.00038093748749800006
Ses03F_impro02_F043,1313.0,2.440625,36830.817030859376,249.04545454545453,-0.8620170454545452,6543.061688121449,70530.04338842978,3.332482810078772,79097747.14230984,9147233.0,4356740.31818,4001201168330.0,0.01125,0.006960227272729999,9.13691244835e-06,80.0,27.181818181799997,694.694214876,19.2940416458,0.0157878339063,0.248982713121,16.161379213,0.013440466507600002,0.177323162746,2.9133943839599996,4.248621641530001e-06,0.00126099947611
Ses03F_impro02_M000,1021.0,2.47375,61511.92379648438,288.1111111111111,-0.9484722222222224,9664.146179470486,101077.0987654321,3.2204015287422845,324920036.27400315,8542736.0,2930004.55556,3567059060420.0,0.016875,0.00961805555556,1.93202642747e-05,42.0,12.4444444444,179.02469135799998,20.3755353082,0.015532830943400001,0.27328492574,15.736987651300002,0.0142265249841,0.169854662572,3.4201948042000003,8.06315890274e-07,0.00161684274478
Ses03F_impro02_M001,1460.0,6.094375,146655.40456210938,435.7702702702703,-0.9089695945945946,14267.553370945947,118923.69046749455,5.201720897724162,515319853.32220286,10350533.0,3961590.8648599996,5674594724150.0,0.021875,0.00860641891892,2.68638861623e-05,97.0,13.1351351351,394.19795471099997,21.0809729622,0.0169987287138,0.294876855149,16.993527026600002,0.013184799653,0.195940852232,4.27197745276,5.967221177280001e-06,0.00195777386584
Ses03F_impro02_M007,3447.0,8.751875,1245564.8302808595,973.34375,-0.8609375000000001,218935.5430569581,746067.4130859375,14.63658903808594,106542140560.636,8495537.0,3533633.375,5609375633200.0,0.016875,0.00533203125,3.02486419678e-05,78.0,8.875,274.109375,24.292278347399996,0.0175919447932,0.379658728129,18.5579875574,0.014246101920399998,0.234881621501,11.8441441547,4.4332337205900005e-06,0.005966032344600001
Ses03F_impro02_M014,1594.0,2.676875,307061.8587402344,618.0952380952381,-0.8816666666666667,69327.5487190848,183665.99092970524,2.011682899305556,8108204861.307355,8749296.0,5712052.7619,4880134856430.0,0.00875,0.0031547619047600003,4.89122732426e-06,27.0,5.09523809524,42.1814058957,21.4065834797,0.015770111642,0.301301584619,18.536422293199998,0.0126185451611,0.228964900053,1.8286837488699998,6.97022938967e-06,0.000981476729568
Ses03F_impro02_M016,1398.0,2.55125,124992.5086234375,412.38709677419365,-0.953125,24251.622008833157,119916.49531737773,3.0869834173387107,960463123.003268,8081386.0,4227120.54839,5515267889330.0,0.018125,0.007298387096770001,2.73535054631e-05,79.0,17.4838709677,458.378772112,19.742494570999998,0.0161790592449,0.25667292555599996,15.940046286,0.013637663818099999,0.17365036180500001,3.64736423511,3.59229962055e-06,0.0015395364703299998
Ses03F_impro02_M017,1174.0,4.045625,75231.31285,399.375,-0.8762890625,17344.189298608402,129092.359375,6.816295433044433,459919436.23219734,7011527.0,4026517.5625,5496510185740.0,0.0175,0.0090625,3.1591796875e-05,58.0,11.6875,305.71484375,21.172662628199998,0.0166047647935,0.290728948316,16.8444312427,0.0135571465437,0.193793198699,6.217461731240001,4.64935824102e-06,0.00266508117459
Ses03F_impro02_M018,1048.0,3.06625,71284.01481210938,347.25,-0.9223125,13105.9435934375,68029.8875,2.75021496484375,308261477.7741808,9640944.0,4447091.95,8650688011100.0,0.0225,0.008484375,3.07399902344e-05,67.0,11.075,227.619375,19.556589995499998,0.0155269236336,0.250148877978,15.742263138199998,0.013559166349899999,0.171122934889,4.281078684180001,3.5583015911599997e-06,0.00167803727383
Ses03F_impro02_M019,1472.0,3.344375,80152.74995273438,265.7407407407408,-0.90443287037037,8359.556150687213,119782.96982167348,2.3170426254125944,328165025.75384176,7954406.0,2144522.7963,2938449244250.0,0.023125,0.0120486111111,3.31802179784e-05,118.0,23.8518518519,829.9780521260001,20.062049152,0.016019979533299998,0.26541831591,14.9045775753,0.0133896162107,0.153373636184,3.15113529111,3.19497143946e-06,0.0013353093098399998
Ses03F_impro02_M020,696.0,3.341875,34406.1581734375,208.53658536585363,-0.8913262195121952,5182.7580090605925,29085.858417608564,2.983062046400951,71056280.21075672,10520902.0,3122711.29268,5287376043350.0,0.024375,0.010304878048799999,2.77462262046e-05,83.0,17.243902439,443.842950625,18.9603674291,0.016131498682500002,0.236404729949,15.1324950167,0.0130002149474,0.158289412966,2.57092022579,5.76751247312e-06,0.000950215504642
Ses03F_impro02_M021,561.0,13.201875,26990.43570273437,182.2,-0.9685625,4472.639185234375,15978.460000000005,37.396576449218756,42554573.91548585,9572368.0,3799855.8,5395559831090.0,0.016875,0.00925,1.7328125e-05,53.0,17.05,301.1475,17.271019138099998,0.0184564781036,0.196374931266,15.3147949025,0.014275604650900001,0.15975600740499998,1.4878056536200002,7.66549938452e-06,0.000506595654596
Ses03F_impro02_M024,1380.0,1.903125,70762.20249023437,384.20833333333326,-0.9348958333333336,15503.24401194662,169175.33159722225,2.1070099175347226,519175269.42188114,7059474.0,2942781.41667,4802544674500.0,0.02,0.011432291666700001,4.02174207899e-05,85.0,12.0,310.583333333,19.8076084691,0.016142514160700002,0.252211228447,15.4806552098,0.0131124607,0.166202787481,4.215047886040001,3.18068358887e-06,0.0017375866604300001
Ses03F_impro02_M025,1468.0,6.805,147812.20719375,641.7727272727273,-0.7783806818181817,43127.58693801492,190840.72107438016,7.578861635621124,1748982543.055327,8634527.0,4705566.31818,4484620338810.0,0.020625,0.0051420454545500005,2.87617833161e-05,50.0,9.090909090910001,180.082644628,20.1606001322,0.0170546793435,0.265331284939,17.4410178272,0.013284378673,0.206049226177,4.785481655980001,4.9504807514699996e-06,0.00216153422443
Ses03F_impro02_M027,4085.0,6.164375,1394777.6841734373,653.6307692307693,-0.8992500000000001,73355.61541191109,574724.5405917162,5.542629834134615,38240339570.967575,8060511.0,3873819.44615,5648488064410.0,0.023125,0.007375,4.615625e-05,189.0,14.369230769200001,669.463668639,24.1403416709,0.0170463470714,0.379989197474,16.9609453674,0.013419693626999999,0.198061033513,8.17540326531,6.21180972185e-06,0.0038958090335100004
Ses03F_impro02_M028,684.0,6.570625,40934.545273437514,245.81132075471697,-0.9289622641509436,6747.464615964036,41157.92666429333,3.628144279826005,98094825.65907054,8744202.0,3542234.98113,6671626099420.0,0.02125,0.01,2.67393867925e-05,97.0,16.4339622642,387.67960128199996,18.5967851991,0.0168473559054,0.22816546134500001,15.3540133923,0.0134122734069,0.162441385618,2.7240247677900005,2.9361934771599998e-06,0.00109868668324
Ses03F_impro02_M029,1127.0,2.96,62077.9627984375,338.59574468085106,-0.9085638297872336,11627.900437017957,80100.79402444545,2.1456704939310782,243445717.27550703,10273761.0,4367166.80851,8885315240750.0,0.019375,0.00800531914894,2.24009025577e-05,122.0,15.1914893617,510.49524671800003,20.6107794679,0.015609486058,0.27168134615600004,15.974261244200001,0.013267259890700002,0.17483609322000002,4.516113713399999,3.60625713524e-06,0.0018298113399500002
Ses03F_impro02_M031,325.0,2.87125,7453.5483984375,136.8181818181818,-0.7799147727272726,1965.147572318892,7812.148760330581,3.0341890374806297,4183376.4590203064,6182082.0,2238517.86364,2492967421610.0,0.018125,0.011335227272700001,2.00033897211e-05,114.0,20.2272727273,686.72107438,16.0664607067,0.0157158752831,0.17265735583500003,14.177152208099999,0.01355619205,0.138653601282,0.591670407534,2.30319935779e-06,0.00020592204869099997
Ses03F_impro03_F014,4755.0,2.578125,2719540.3484437503,1446.695652173913,-0.9307065217391306,346159.21757999324,1892920.7334593572,3.1553901597944236,394238465572.6237,6875782.0,3982799.3913,3732880048070.0,0.00875,0.0032880434782600002,9.14461247637e-06,32.0,4.739130434780001,56.6275992439,26.5720592956,0.0163112470661,0.453066538364,20.6910786693,0.012962489708300001,0.285945046536,7.397849622280001,6.6699363824e-06,0.0052746144533
Ses03F_impro03_F015,8453.0,11.4225,7274730.450048437,2230.3714285714286,-0.8685625,531589.9669964788,3183444.947755102,13.55605806194196,1024161080392.8588,9590423.0,3633881.18571,4682604089040.0,0.011875,0.00197321428571,4.58298788265e-06,27.0,3.2142857142900003,29.3397959184,27.200196859600002,0.017697078409,0.480373568735,21.596260844899998,0.014595774299600002,0.308923511653,4.92198905521,2.7720301264299998e-06,0.00350196736118
Ses03F_impro03_F018,1591.0,5.281875,257993.08992148432,664.5217391304348,-0.9920380434782607,59682.85323938518,296967.9017013232,6.438789613362477,6845310754.748742,8456585.0,4571817.173909999,3385928427640.0,0.013125,0.00540760869565,1.59853497164e-05,57.0,10.3913043478,269.97731569,21.6325837436,0.0163061329364,0.306831344193,18.1738329989,0.014035605480599999,0.221375804947,4.06078326473,3.27824010939e-06,0.00222298606302
Ses03F_impro03_F019,3503.0,8.514375,691201.6937484375,781.9152542372881,-0.8836122881355931,59175.034329482274,396042.8233266304,9.29810958776214,11981144664.540274,10672729.0,5361726.89831,3554263203260.0,0.013125,0.00459745762712,1.10270486211e-05,46.0,8.28813559322,106.713588049,23.1826115352,0.0171671960277,0.36127554363200004,18.4852920105,0.0143996661951,0.23202446144699998,4.536641668550001,2.9562584711400003e-06,0.0025374754413899996
Ses03F_impro03_F020,5301.0,8.08,3603565.060975,1687.375,-0.8689648437500003,387528.32266170654,1285006.609375,10.263859487533571,487033203754.9983,7643184.0,3817698.59375,4883071985670.0,0.00875,0.00203125,5.224609375e-06,26.0,2.15625,21.9443359375,24.6990719283,0.0176929293253,0.399882105059,20.7008451878,0.013869073927700001,0.28860514721700004,5.894665117030001,4.530349628669999e-06,0.0037990894737299995
Ses03F_impro03_F021,4275.0,6.051875,679431.1104808593,882.1206896551724,-0.9336206896551724,73679.29666623114,832606.3475029727,7.182311176705563,15591175871.244,10831002.0,5401567.34483,5442793859820.0,0.015,0.003987068965520001,1.07466000297e-05,111.0,9.46551724138,327.662604043,24.0399729523,0.0169403860738,0.383397246514,18.6267199512,0.013878750581900001,0.235711620685,5.18754804014,4.5816930511e-06,0.00306037210318
Ses03F_impro03_M015,1078.0,2.4475,57939.328090234376,353.85416666666674,-0.898411458333333,12700.526313720706,58326.207899305555,2.581360839165581,206313109.76920083,9082745.0,4507511.708330001,6297213932830.0,0.0225,0.008177083333329999,2.87570529514e-05,47.0,9.645833333330001,164.062065972,19.9513530879,0.016039628873999998,0.256896554073,16.4750273368,0.013399200151799998,0.18404796849100002,3.1236089202399997,3.20627451445e-06,0.00128012882799
Ses03F_impro04_F002,3331.0,7.0775,1215265.6101214841,838.5070422535211,-0.8996830985915495,101896.28839532347,612003.6302320964,10.704851054943214,29912356743.758293,7809138.0,4435057.352109999,3169287035700.0,0.0175,0.003908450704230001,1.33551750645e-05,140.0,11.1549295775,632.609799643,23.7941232638,0.016833870042399997,0.36628863583899995,19.068282913599997,0.0142433952159,0.244297896331,8.05118955845,5.47882008107e-06,0.004334862512770001
Ses03F_impro04_F022,1044.0,4.173125,68378.1549609375,254.51851851851848,-0.9119791666666668,10877.349558875865,51019.47187928672,7.122080031105325,271121159.0249719,10808571.0,4251031.12963,5716662216440.0,0.01875,0.00695601851852,1.9850206832999998e-05,235.0,19.740740740699998,1335.78463649,21.31460033,0.017007717305900002,0.290704068123,15.8080660952,0.0137870058683,0.171951532782,3.7452326041199995,5.32992209328e-06,0.00166639164501
Ses03F_impro04_F023,651.0,3.323125,77230.5652734375,233.91304347826087,-0.8065489130434783,10691.412621110734,16840.86200378072,4.6673740444825125,307005273.1445371,10119986.0,4682874.565219999,5269393610850.0,0.0125,0.00649456521739,1.00454867675e-05,83.0,17.7391304348,442.4536862,19.1564574193,0.016451021062100002,0.24341084175,16.0727561679,0.013842721548600001,0.17631031808400002,2.4550219834,3.52024442974e-06,0.00107134234623
Ses03F_impro04_F024,870.0,3.829375,76789.56915,248.75,-1.0378515625,13974.388275854491,42260.8125,4.4411117172241195,456059910.3469794,8499991.0,4554346.4375,4685550252630.0,0.013125,0.0074609375,1.31576538086e-05,28.0,6.8125,74.40234375,20.283048828,0.0160147200692,0.270139085955,16.0003150345,0.0130626649405,0.175357494181,3.66840145632,8.938345764360001e-06,0.00161315007389
